person,text
Bob Ross,Music oh hello Im Bob Ross and Id like to welcome you to The Joy of Painting this is a weton wet painting technique and each week Ill take you step by step through a beautiful oil painting if
Bob Ross,youve been with us before Im glad to see you again if this is your first time with us drag up your paints and your big brush come along and paint with us and lets go ahead and get started and talk
Bob Ross,a little bit about what were going to do up here Ive already covered the canvas with a thin even coat of liquid white and this makes the canvas wet makes it slick it allows us to blend color right
Bob Ross,here on on the canvas and now Im going to have them graphically run all the colors across the screen that you need to paint this project with me and itll come across in the same order that I have
Bob Ross,them on the pallet starting with the titanium white and working around while theyre doing that lets go on up here and get started now Im going to start with o 2in brush today and go right into a
Bob Ross,small amount of a lizin crimson and just really tap the brush into the color just tap it this assures a nice even distribution of paint all the way through the bristles okay lets go up here lets go
Bob Ross,right in here and just make little little crisscross Strokes little xs and put in a little tiny bit of pink just like so using very little pressure just apply it right on the canvas dont want that
Bob Ross,to get too bright we dont want to set the sky on fire we just want a little pinkish Glow In The Sky okay now then Ill take the same old dirty brush add a little more of the crimson and a tin tiny
Bob Ross,tiny bit of phthalo blue proportionately we want much much more Crimson than blue and Im just mixing this right on the brush to make a nice lavender color nice purplish color okay lets go up here
Bob Ross,and sort of test it now sort of test it up here if its not the color you want stop and change it you can fix it this is your world and you can create any type of Illusion that you want here youre
Bob Ross,the boss on this canvas you can do anything any thing okay a little more paint and just sort of let that play around Im going to add a little more blue to that tiny bit more blue there today I
Bob Ross,thought wed do a nice painting its very soft and very quiet and itll itll make you happy its a very easy little painting there we go and down here Ill just clean the brush off just like so okay
Bob Ross,now then lets clean our brush we clean our brushes with odorless thinner and be sure its odorless or youll be working by yourself shake off the excess and right down here I have a box I shake the
Bob Ross,brush into and then this is where you take out all your frustrations maybe the absolute most fun of this whole technique okay now lets take the clean brush and go right back up here and just blend
Bob Ross,the sky together still using little crisscross Strokes still using them back and forth back and forth there we go okay and you can blend this to any degree of softness that you want you can blend it
Bob Ross,till you lose all the little variations that you have and personally I like to leave some of those in there but when youre doing your painting you look at it and you do it the way that you want it
Bob Ross,okay there we go and that quickly we have a very effective little sky and well just use long strokes here to take out any brush marks okay and that gives us a happy little Sky now then lets take a
Bob Ross,little bit of the phthalo blue and the lizar and Crimson well just mix it together still we have a little bit more of the Crimson than we do blue were still working with a nice lavender color pull
Bob Ross,it out very flat and then how to cross it so theres a small roll of paint right on the edge of the knife there we go okay lets go right up here maybe theres a a happy little mountain that lives
Bob Ross,right along here and youre really pushing this paint right into the fabric really get firm with it youre not going to hurt this canvas shoot they make tents out of it this tough really push it in
Bob Ross,use a lot of pressure lot of pressure all only thing youre worried about is this nice outside shape here you could care less whats happening down here okay and that gives us a basic little little
Bob Ross,mountain shape now then lets go back to our large brush and grab that and pull it just pull it now thats mixing with the liquid white and automatically it gets lighter toward the base and if you can
Bob Ross,see the entire Mountain it should be lighter at the bottom than it is at the top and as we said on previous shows because at the bottom you have misted and now we have pollution and these things have
Bob Ross,a tendency to break up and diffuse light so it looks softer at the bottom now by just taking the knife here we can create the illusion of highlights and shadows just push very firmly you can take the
Bob Ross,least little touch of titanium White we want these mountains to be far far away so they dont have much detail just barely barely touch smallest amount of the titanium white and Im rubbing it okay
